"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"4799","DESKTOP-PHS6MQO","System.Byte[]","10599","(13826)","13826","SuccessAudit","A security-enabled local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-PHS6MQO
	Logon ID:		0x97200

Group:
	Security ID:		S-1-5-32-544
	Group Name:		Administrators
	Group Domain:		Builtin

Process Information:
	Process ID:		0x7f8
	Process Name:		C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe","Microsoft-Windows-Security-Auditing","System.String[]","4799","11/25/2023 5:57:30 PM","11/25/2023 5:57:30 PM",,,
"4799","DESKTOP-PHS6MQO","System.Byte[]","10598","(13826)","13826","SuccessAudit","A security-enabled local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-PHS6MQO
	Logon ID:		0x97200

Group:
	Security ID:		S-1-5-32-544
	Group Name:		Administrators
	Group Domain:		Builtin

Process Information:
	Process ID:		0x7f8
	Process Name:		C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe","Microsoft-Windows-Security-Auditing","System.String[]","4799","11/25/2023 5:57:30 PM","11/25/2023 5:57:30 PM",,,
"4798","DESKTOP-PHS6MQO","System.Byte[]","10597","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-PHS6MQO
	Logon ID:		0x97200

User:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-504
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-PHS6MQO

Process Information:
	Process ID:		0x2c4
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/25/2023 5:57:27 PM","11/25/2023 5:57:27 PM",,,
"4798","DESKTOP-PHS6MQO","System.Byte[]","10596","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-PHS6MQO
	Logon ID:		0x97200

User:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-501
	Account Name:		Guest
	Account Domain:		DESKTOP-PHS6MQO

Process Information:
	Process ID:		0x2c4
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/25/2023 5:57:27 PM","11/25/2023 5:57:27 PM",,,
"4798","DESKTOP-PHS6MQO","System.Byte[]","10595","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-PHS6MQO
	Logon ID:		0x97200

User:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-503
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-PHS6MQO

Process Information:
	Process ID:		0x2c4
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/25/2023 5:57:27 PM","11/25/2023 5:57:27 PM",,,
"4798","DESKTOP-PHS6MQO","System.Byte[]","10594","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-PHS6MQO
	Logon ID:		0x97200

User:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-PHS6MQO

Process Information:
	Process ID:		0x2c4
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/25/2023 5:57:27 PM","11/25/2023 5:57:27 PM",,,
"4798","DESKTOP-PHS6MQO","System.Byte[]","10593","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-PHS6MQO
	Logon ID:		0x97200

User:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-500
	Account Name:		Administrator
	Account Domain:		DESKTOP-PHS6MQO

Process Information:
	Process ID:		0x2c4
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/25/2023 5:57:27 PM","11/25/2023 5:57:27 PM",,,
"4672","DESKTOP-PHS6MQO","System.Byte[]","10592","(12548)","12548","SuccessAudit","Special privileges assigned to new logon.

Subject:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege","Microsoft-Windows-Security-Auditing","System.String[]","4672","11/25/2023 5:55:52 PM","11/25/2023 5:55:52 PM",,,
"4624","DESKTOP-PHS6MQO","System.Byte[]","10591","(12544)","12544","SuccessAudit","An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-PHS6MQO$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		%%1843
	Elevated Token:		%%1842

Impersonation Level:		%%1833

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x260
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested.","Microsoft-Windows-Security-Auditing","System.String[]","4624","11/25/2023 5:55:52 PM","11/25/2023 5:55:52 PM",,,
"4799","DESKTOP-PHS6MQO","System.Byte[]","10590","(13826)","13826","SuccessAudit","A security-enabled local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-1760974914-2075844823-2079291112-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-PHS6MQO
	Logon ID:		0x97200

Group:
	Security ID:		S-1-5-32-544
	Group Name:		Administrators
	Group Domain:		Builtin

Process Information:
	Process ID:		0x528
	Process Name:		C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe","Microsoft-Windows-Security-Auditing","System.String[]","4799","11/25/2023 5:55:27 PM","11/25/2023 5:55:27 PM",,,
